Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2016-11-19 11:58:28,Cash,Transportation,Taxi,share jeep - Place T base to top (50/person),100.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR
2016-11-19 11:58:28,Cash,Transportation,auto,within city,80.0,Expense,INR
2016-11-17 20:17:21,Cash,Food,snacks,single pav vada,10.0,Expense,INR
2016-11-15 20:23:29,Cash,Food,Grocery,lemons,20.0,Expense,INR
2016-11-15 20:23:12,Cash,Other,Unknown,flowers,10.0,Expense,INR
2016-11-15 20:22:40,Cash,Food,fruits,apple + mosambi 1kg each,180.0,Expense,INR
2016-11-14 20:03:10,Saving Bank account 1,Transportation,Travels,Veer Travels - BRC to Place 2 ( 2 Adults),1800.0,Expense,INR
2016-11-14 20:02:26,Saving Bank account 1,Transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR
,Cash,Health,Medicine,mouth fresh,55.0,Expense,INR
,Cash,Food,snacks,Bombay vada pav,10.0,Expense,INR
,Cash,Transportation,auto,Permanent Residence to Bandhu prem,40.0,Expense,INR
,Saving Bank account 1,Investment,RD,RD,1000.0,Expense,INR
,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
,Cash,Other,Unknown,gulal,10.0,Expense,INR
,Cash,Food,Eating out,ice cream,45.0,Expense,INR
,Cash,Transportation,auto,Permanent Residence to hospital,30.0,Expense,INR
,Cash,Festivals,Diwali,firecracker,50.0,Expense,INR
,Cash,Food,Grocery,butter + frozen vatana+ 9 pan,240.0,Expense,INR
,Saving Bank account 1,Other,Unknown,cake + Happy Birthday letters,470.0,Expense,INR
,Saving Bank account 1,Health,Medicine,medicine,700.0,Expense,INR
,Saving Bank account 1,Bonus,Unknown,Diwali gift,1500.0,Income,INR
,Cash,Grooming,Saloon,cutting + shaving,80.0,Expense,INR
,Cash,Festivals,Diwali,firecracker,450.0,Expense,INR
,Cash,Food,fruits,mosambi 1kg,50.0,Expense,INR
,Saving Bank account 1,Investment,Public Provident Fund,No Description,10000.0,Expense,INR
2016-10-31 07:36:35,Saving Bank account 1,Festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR
2016-10-30 15:03:18,Saving Bank account 1,Salary,Unknown,From workplace ,56647.0,Income,INR
2016-10-28 07:19:00,Saving Bank account 1,Health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR
2016-10-28 07:19:00,Cash,Transportation,auto,Permanent Residence to pathology,40.0,Expense,INR
2016-10-27 13:57:56,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-10-27 13:57:56,Saving Bank account 1,Family,gift,Undated Planner - June shop,1119.2,Expense,INR
2016-10-27 13:57:56,Cash,Food,Grocery,mehndi,25.0,Expense,INR
2016-10-27 10:40:00,Cash,Food,fruits,apple + mosambi 1kg each,170.0,Expense,INR
2016-10-26 13:58:49,Saving Bank account 1,Health,Medicine,No Description,617.0,Expense,INR
2016-10-25 18:55:33,Cash,Food,snacks,egg roll,25.0,Expense,INR
2016-10-24 08:17:38,Cash,Food,Grocery,popcorn+mehndi+mosambi+orange+all out refill,320.0,Expense,INR
2016-10-22 20:24:10,Cash,Food,Grocery,Khari,35.0,Expense,INR
2016-10-22 20:23:46,Cash,Food,Eating out,pav vada,20.0,Expense,INR
2016-10-17 17:30:26,Cash,Food,Grocery,butter + paneer + pav+batate+tamate,215.0,Expense,INR
2016-10-15 10:31:22,Saving Bank account 1,Food,Grocery,No Description,430.0,Expense,INR
2016-10-14 11:58:20,Saving Bank account 1,Food,Grocery,sugar + biscuits,120.0,Expense,INR
2016-10-13 14:23:49,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
,Saving Bank account 1,Food,Grocery,coconut,150.0,Expense,INR
,Cash,Food,Grocery,apple half kg+ mixer repair+flowers,100.0,Expense,INR
,Saving Bank account 1,Investment,RD,No Description,1000.0,Expense,INR
,Saving Bank account 1,Family,misc,scratch guard ipad,249.0,Expense,INR
,Saving Bank account 1,Health,Medicine,No Description,40.0,Expense,INR
,Saving Bank account 1,Transportation,auto,Permanent Residence to hospital to n fro,80.0,Expense,INR
,Saving Bank account 1,Food,Grocery,mosambi 1kg+ gavar pav kilo+lemon 3 + kothimbir,90.0,Expense,INR
,Saving Bank account 1,Beauty,grooming,razor,174.0,Expense,INR
,Cash,Festivals,Navratri,vargini,200.0,Expense,INR
2016-09-30 06:28:02,Saving Bank account 1,Interest,Unknown,interest paid,835.0,Income,INR
2016-09-30 06:28:02,Saving Bank account 1,Salary,Unknown,From workplace ,58058.0,Income,INR
2016-09-28 07:32:36,Cash,Other,Unknown,flour mill,32.0,Expense,INR
2016-09-19 15:35:24,Cash,Food,Milk,No Description,33.0,Expense,INR
2016-09-15 06:52:09,Cash,Food,Grocery,chocobar+milk+chips,95.0,Expense,INR
2016-09-14 13:24:08,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-09-14 10:13:24,Saving Bank account 1,Family,gift,baggit purse,437.0,Expense,INR
2016-09-13 09:48:13,Cash,Food,snacks,brownie,70.0,Expense,INR
2016-09-13 09:48:13,Saving Bank account 1,Food,Eating out,riverdine date,845.0,Expense,INR
,Cash,Food,Grocery,bread,35.0,Expense,INR
,Cash,Food,Milk,half liter buffalo,35.0,Expense,INR
,Saving Bank account 1,Food,snacks,vanilla ice cream cups 2,20.0,Expense,INR
,Cash,Food,Grocery,badishop,70.0,Expense,INR
,Saving Bank account 1,Food,Milk,half liter buffalo,35.0,Expense,INR
,Cash,Transportation,auto,meghdoot to plaza,20.0,Expense,INR
,Cash,Food,Milk,1lit buffalo milk,70.0,Expense,INR
,Saving Bank account 1,Food,beverage,cold coffee,30.0,Expense,INR
,Cash,Food,Grocery,bread,20.0,Expense,INR
,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
,Cash,Food,Eggs,1 dozen,72.0,Expense,INR
,Saving Bank account 1,Transportation,Travels,Place 6 to Place 2,598.5,Expense,INR
,Saving Bank account 1,Transportation,Travels,Place 2 to mum,750.0,Expense,INR
2016-08-31 15:47:44,Saving Bank account 1,Salary,Unknown,From workplace ,63894.0,Income,INR
2016-08-29 11:41:25,Cash,Festivals,Ganesh Pujan,Ganesh idol,361.0,Expense,INR
2016-08-29 10:48:48,Cash,Household,Kitchen,boric powder,40.0,Expense,INR
2016-08-29 10:48:20,Saving Bank account 1,Household,Toiletries,lizol,98.0,Expense,INR
2016-08-24 07:38:04,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-23 17:25:23,Saving Bank account 1,Family,Pocket money,No Description,2000.0,Expense,INR
2016-08-22 13:22:05,Saving Bank account 1,Festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR
2016-08-21 08:54:35,Cash,Other,Unknown,earphones,100.0,Expense,INR
2016-08-18 14:19:25,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-08-14 16:13:29,Cash,Other,Unknown,pens,5.0,Expense,INR
2016-08-14 16:12:49,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
,Saving Bank account 1,Family,exam fee,PET Psychology,750.0,Expense,INR
,Saving Bank account 1,Family,misc,ipad cover,260.0,Expense,INR
,Saving Bank account 1,Money transfer,Unknown,No Description,15000.0,Expense,INR
2016-07-31 18:51:58,Saving Bank account 1,Salary,Unknown,From workplace ,51556.0,Income,INR
2016-07-31 18:50:51,Cash,Other,Unknown,frame for specs,250.0,Expense,INR
2016-07-25 10:48:49,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-07-21 16:33:04,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-07-20 07:03:14,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
2016-07-13 10:21:25,Cash,Health,Medicine,citrizen + crocine,10.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,Mutual fund C,1000.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,Mutual fund B,1000.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,Mutual fund A,1000.0,Expense,INR
,Saving Bank account 1,Family,misc,Family Mobile Service Provider recharge,2599.0,Expense,INR
2016-06-30 11:40:50,Saving Bank account 1,Interest,Unknown,interest paid,740.0,Income,INR
2016-06-30 11:40:50,Saving Bank account 1,Other,Unknown,pan card application,106.9,Expense,INR
2016-06-30 08:20:12,Saving Bank account 1,Salary,Unknown,From workplace ,51544.0,Income,INR
2016-06-27 17:09:47,Saving Bank account 1,Transportation,Travels,Chalisgaon to Baroda return,3200.0,Expense,INR
2016-06-27 10:10:57,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-06-23 12:02:39,Saving Bank account 1,subscription,Amazon Prime,Amazon prime subscription,995.0,Expense,INR
2016-06-22 11:20:48,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider sim card porting,350.0,Expense,INR
2016-06-20 22:19:27,Saving Bank account 1,Food,snacks,icecream,140.0,Expense,INR
2016-06-19 18:49:52,Saving Bank account 1,Food,Grocery,grocery,600.0,Expense,INR
2016-06-19 17:10:49,Saving Bank account 1,Family,exam fee,Family exam form,905.0,Expense,INR
2016-06-18 19:45:05,Cash,Other,Unknown,flour mill,38.0,Expense,INR
,Cash,Food,Eggs,No Description,84.0,Expense,INR
,Cash,Food,Grocery,biscuits + medicine,68.0,Expense,INR
,Cash,Food,Water,1 Jar,25.0,Expense,INR
2016-05-31 09:55:09,Saving Bank account 1,Salary,Unknown,From workplace ,51556.0,Income,INR
2016-05-31 09:51:36,Saving Bank account 1,Transportation,auto,Permanent Residence to LB road,50.0,Expense,INR
2016-05-30 12:46:40,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-05-29 19:16:49,Saving Bank account 1,Food,Grocery,sanitary napkins+chocolates+Maggie+khajoor,504.0,Expense,INR
2016-05-22 11:13:40,Saving Bank account 1,Grooming,Saloon,hair cut+shaving,120.0,Expense,INR
2016-05-22 11:13:40,Cash,Transportation,auto,Permanent Residence to nearby hospital,40.0,Expense,INR
2016-05-19 09:21:46,Saving Bank account 1,Food,Grocery,agarbatti + icecream pack,180.0,Expense,INR
2016-05-17 21:59:19,Saving Bank account 1,Investment,LIC,Life Insurance,11286.0,Expense,INR
2016-05-17 12:34:38,Cash,Other,Unknown,Aadhar mobile number and email id updated,100.0,Expense,INR
2016-05-16 20:48:29,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
,Cash,Other,Unknown,flour mill,25.0,Expense,INR
2016-04-30 21:58:43,Saving Bank account 1,Salary,Unknown,From workplace ,51562.45,Income,INR
2016-04-28 22:24:09,Saving Bank account 1,subscription,Hotstar,subscription,299.0,Expense,INR
2016-04-26 08:30:54,Saving Bank account 1,Food,Grocery,dettol handwash + khari + toast + goodday,259.0,Expense,INR
2016-04-24 22:10:32,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-04-20 10:27:48,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-04-16 21:24:04,Cash,Household,Toiletries,sensodyne toothbrush,50.0,Expense,INR
2016-04-15 07:04:48,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
,Saving Bank account 1,Food,Grocery,No Description,1279.0,Expense,INR
,Saving Bank account 1,subscription,OTT Platform,subscription 1 yr,300.0,Expense,INR
,Cash,Food,beverage,rasna orange,20.0,Expense,INR
,Cash,Transportation,auto,LB road to Permanent Residence,50.0,Expense,INR
,Cash,Other,Unknown,jeevan drop,30.0,Expense,INR
2016-03-31 10:25:01,Saving Bank account 1,Salary,Unknown,From workplace ,70806.0,Income,INR
2016-03-29 05:35:43,Cash,Other,Unknown,owalni,100.0,Expense,INR
2016-03-28 15:20:05,Saving Bank account 1,Other,Unknown,hit spray(99)+biscuits+mask,159.0,Expense,INR
2016-03-22 14:53:55,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-03-21 04:26:41,Saving Bank account 1,subscription,Mobile Service Provider,No Description,251.0,Expense,INR
2016-03-20 12:05:32,Cash,Food,Grocery,sambhar masala,35.0,Expense,INR
2016-03-20 12:05:13,Cash,Other,Unknown,print out,5.0,Expense,INR
2016-03-16 12:44:04,Saving Bank account 1,Gift,Unknown,Ganesh murthi,80.0,Expense,INR
2016-03-15 17:08:31,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
,Cash,Food,Grocery,cheese cubes(2)+ neutralite butter,60.0,Expense,INR
,Cash,Other,Unknown,watch repair,250.0,Expense,INR
,Cash,Education,School supplies,Gel pens,20.0,Expense,INR
,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-28 19:38:39,Saving Bank account 1,Food,snacks,biscuits,70.0,Expense,INR
2016-02-28 10:08:09,Cash,Grooming,Saloon,hair cut,100.0,Expense,INR
2016-02-28 10:08:09,Saving Bank account 1,Food,snacks, pedhe,100.0,Expense,INR
2016-02-28 10:07:55,Cash,Other,Unknown,flour mill,11.0,Expense,INR
2016-02-27 07:49:16,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,251.0,Expense,INR
2016-02-27 07:49:16,Cash,Other,Unknown,moscuito racket,250.0,Expense,INR
2016-02-27 07:49:16,Saving Bank account 1,Food,snacks, pedhe,50.0,Expense,INR
2016-02-26 20:26:07,Saving Bank account 1,Money transfer,Unknown,No Description,10000.0,Expense,INR
2016-02-26 20:25:51,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2016-02-24 06:35:18,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-02-22 21:02:42,Cash,Food,snacks,5star (2)+munch(2),40.0,Expense,INR
2016-02-22 09:05:19,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-02-20 19:45:27,Cash,Food,Grocery,biscuits,85.0,Expense,INR
2016-02-14 21:35:26,Cash,Food,Grocery,bread (10)+Cadbury(10)+ cheese + myvaneese+pav bhaji masala,165.0,Expense,INR
2016-02-13 11:14:46,Cash,Transportation,auto,within city,40.0,Expense,INR
2016-02-13 11:14:46,Saving Bank account 1,Health,Health,hand gloves 4 pairs,80.0,Expense,INR
,Cash,Food,Grocery,No Description,160.0,Expense,INR
2016-01-31 11:19:58,Saving Bank account 1,Money transfer,Unknown,No Description,10000.0,Expense,INR
2016-01-31 11:17:24,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2016-01-26 19:46:26,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR
2016-01-22 09:58:13,Saving Bank account 1,subscription,Kindle unlimited,kindle unlimited,169.0,Expense,INR
2016-01-13 12:06:57,Saving Bank account 1,Other,Unknown,wedding gift,45000.0,Income,INR
,Cash,Apparel,Footwear,slippers,200.0,Expense,INR
,Cash,Household,Kitchen,chalk for ants,15.0,Expense,INR
,Saving Bank account 1,Other,Unknown,laptop table,1994.0,Expense,INR
,Cash,Food,Unknown,cake,350.0,Expense,INR
,Cash,Transportation,auto,grandparents to Permanent Residence,30.0,Expense,INR
,Cash,Food,Unknown,Everest pav bhaji masala,35.0,Expense,INR
,Saving Bank account 1,Food,Unknown,Amul butter 100gm(4 pcs),192.0,Expense,INR
2015-12-31 17:00:32,Cash,Food,Unknown,cake + balloon (150)+caps(50+40),540.0,Expense,INR
2015-12-31 16:56:24,Saving Bank account 1,Salary,Unknown,From workplace ,77335.0,Income,INR
2015-12-30 17:31:33,Cash,Food,Unknown,cake advance,100.0,Expense,INR
2015-12-30 17:30:28,Cash,Beauty,Makeup,hair cut+shaving+dye+facial,2000.0,Expense,INR
2015-12-26 23:53:57,Cash,Other,Unknown,flour mill,28.0,Expense,INR
2015-12-26 07:27:26,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-12-25 17:24:50,Saving Bank account 1,Apparel,Footwear,sliper,270.0,Expense,INR
2015-12-25 17:24:24,Cash,Household,Kitchen,dustbin bags,50.0,Expense,INR
2015-12-21 23:18:19,Saving Bank account 1,Other,Unknown,kindle unlimited,169.0,Expense,INR
2015-12-20 09:08:55,Saving Bank account 1,Gift,Unknown,secret Santa - diary,465.0,Expense,INR
2015-12-19 22:28:38,Cash,Food,Eggs,No Description,80.0,Expense,INR
2015-12-19 21:14:02,Saving Bank account 1,Health,Medicine,hand sanitizer,220.0,Expense,INR
2015-12-19 14:20:11,Saving Bank account 1,Health,Medicine,eye drop maxmoist,235.0,Expense,INR
,Saving Bank account 1,Transportation,auto,within city,50.0,Expense,INR
,Cash,Transportation,auto,station to Permanent Residence,100.0,Expense,INR
,Cash,Other,Unknown,flour mill,28.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR
,Cash,Food,snacks,Cadbury 2 + chips 2,90.0,Expense,INR
,Cash,Other,Unknown,petrol,200.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund,ICICI prudential,1000.0,Expense,INR
,Cash,Apparel,Footwear,Kolhapuri chappal,325.0,Expense,INR
,Saving Bank account 1,Apparel,Footwear,roadstar black fishermen sandals,773.0,Expense,INR
,Saving Bank account 1,Money transfer,Unknown,No Description,50000.0,Expense,INR
,Saving Bank account 1,Public Provident Fund,Unknown,No Description,10000.0,Expense,INR
,Saving Bank account 1,Gift,Unknown,to Family,1024.0,Expense,INR
2015-11-30 11:30:45,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2015-11-29 09:27:52,Cash,Transportation,auto,No Description,50.0,Expense,INR
2015-11-29 09:27:52,Cash,Transportation,auto,No Description,30.0,Expense,INR
2015-11-29 09:27:52,Cash,Transportation,auto,No Description,40.0,Expense,INR
2015-11-27 16:25:01,Cash,Food,snacks,egg roll,25.0,Expense,INR
2015-11-26 06:51:26,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-11-21 21:40:52,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR
2015-11-21 21:39:44,Cash,Food,Eggs,1 dozen,84.0,Expense,INR
2015-11-15 19:52:41,Saving Bank account 1,Bonus,Unknown,Diwali gift,1500.0,Income,INR
2015-11-14 21:38:16,Cash,Other,Unknown,flowers (.5kg)+sweets (.25gm+10/-)+vegetables (1.5kg),310.0,Expense,INR
,Cash,Food,Eating out,egg roll,25.0,Expense,INR
,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR
,Cash,Food,Dinner,12 eggs,84.0,Expense,INR
,Cash,Public Provident Fund,Unknown,No Description,10000.0,Expense,INR
,Cash,Transportation,auto,Permanent Residence to nearby  hospital,40.0,Expense,INR
,Cash,Transportation,auto,Locality V to Permanent Residence,70.0,Expense,INR
2015-10-31 19:29:41,Cash,Food,snacks,water bottle + khari sing,70.0,Expense,INR
2015-10-31 19:06:06,Cash,Transportation,auto,b45 to Pandya bridge,71.0,Expense,INR
2015-10-31 19:05:50,Cash,Food,Tea,No Description,10.0,Expense,INR
2015-10-31 12:09:14,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2015-10-31 12:08:54,Cash,Food,snacks,sweats,250.0,Expense,INR
2015-10-31 09:27:05,Cash,Health,Health,face mask,150.0,Expense,INR
2015-10-31 09:26:37,Cash,Transportation,auto,golden circle to b45,180.0,Expense,INR
2015-10-30 14:13:06,Cash,Beauty,grooming,hair cut,50.0,Expense,INR
2015-10-30 06:35:12,Cash,Transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR
2015-10-29 10:17:09,Saving Bank account 1,Transportation,Bus,redbus - brc to Place 2,665.0,Expense,INR
2015-10-28 21:38:44,Saving Bank account 1,Gift,Unknown,to Family,1000.0,Expense,INR
2015-10-28 21:28:33,Cash,Transportation,Bus,Place 2 to brc travels,660.0,Expense,INR
2015-10-27 07:48:06,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-10-25 17:55:32,Cash,Household,Kitchen,Sapat Parivar Tea half kg,240.0,Expense,INR
2015-10-24 18:57:36,Cash,Household,Appliances,plumber,100.0,Expense,INR
2015-10-23 14:30:42,Cash,Transportation,auto,mandir to hospital,20.0,Expense,INR
2015-10-23 08:23:53,Cash,Other,Unknown,hanger clips,40.0,Expense,INR
2015-10-22 13:10:06,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge wfh,251.0,Expense,INR
2015-10-21 18:16:08,Cash,Other,Unknown,toll+petrol,500.0,Expense,INR
2015-10-18 21:35:17,Saving Bank account 1,Apparel,Clothing,belt + socs,1479.0,Expense,INR
2015-10-18 21:35:17,Saving Bank account 1,Transportation,Taxi,Ola - Place 1 to Place 5 to and fro,803.0,Expense,INR
2015-10-18 21:35:17,Cash,Money transfer,Unknown,No Description,2000.0,Expense,INR
,Saving Bank account 1,Gift,Unknown,kindle + gift wrap,8029.0,Expense,INR
,Saving Bank account 1,Food,beverage,cold coffee,420.0,Expense,INR
2015-09-30 14:25:08,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2015-09-30 14:24:23,Cash,Other,Unknown,phone cover,100.0,Expense,INR
2015-09-28 10:54:06,Cash,Other,Unknown,Mobile Service Provider sim card,350.0,Expense,INR
2015-09-28 10:53:25,Cash,Health,Health,6 pairs of use and throw gloves,120.0,Expense,INR
2015-09-28 10:52:49,Cash,Health,Health,2 n95 masks,300.0,Expense,INR
2015-09-27 10:54:06,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-09-26 08:24:14,Cash,Other,Unknown,shoe polish,30.0,Expense,INR
2015-09-21 08:10:16,Saving Bank account 1,Other,Unknown,Mobile Service Provider fi router,2099.0,Expense,INR
,Saving Bank account 1,Food,Lunch,chicken lollypop + biryani,379.0,Expense,INR
,Saving Bank account 1,Other,Unknown,return deposit,4800.0,Income,INR
2015-08-31 13:33:18,Saving Bank account 1,Salary,Unknown,From workplace ,49806.0,Income,INR
2015-08-31 11:48:23,Saving Bank account 1,Money transfer,Unknown,No Description,10000.0,Expense,INR
2015-08-31 07:47:33,Saving Bank account 1,Other,Unknown,Screw driver kit,287.0,Expense,INR
2015-08-30 13:18:42,Saving Bank account 1,Other,Unknown,all out refill,72.0,Expense,INR
2015-08-28 09:38:54,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-08-14 09:22:01,Saving Bank account 1,Household,Kitchen,mixer Philips 7756,3499.0,Expense,INR
2015-08-13 09:41:07,Saving Bank account 1,Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR
,Saving Bank account 1,maid,Unknown,No Description,333.0,Expense,INR
,Saving Bank account 1,Rent,Unknown,No Description,2500.0,Expense,INR
2015-07-31 14:38:08,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2015-07-29 14:36:01,Saving Bank account 1,Other,Unknown,audible subscription,199.0,Expense,INR
2015-07-19 22:24:35,Saving Bank account 1,Other,Unknown,Mobile Service Provider recharge 365 days,2599.0,Expense,INR
,Saving Bank account 1,Other,Unknown,earphones,459.0,Expense,INR
,Saving Bank account 1,Other,Unknown,splitwise settlement,312.0,Expense,INR
,Saving Bank account 1,Rent,Unknown,No Description,2833.0,Expense,INR
2015-06-30 09:53:35,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2015-06-29 09:53:35,Saving Bank account 1,Other,Unknown,Amazon prime,199.0,Expense,INR
2015-06-23 09:53:35,Saving Bank account 1,Other,Unknown,Amazon prime,999.0,Expense,INR
,Saving Bank account 1,Other,Unknown,Tambola,50.0,Expense,INR
,Saving Bank account 1,Cook,Unknown,No Description,776.0,Expense,INR
,Saving Bank account 1,Rent,Unknown,No Description,2543.0,Expense,INR
2015-05-31 21:44:54,Saving Bank account 1,Household,Appliances,electricity bill,2671.0,Expense,INR
2015-05-31 12:02:40,Saving Bank account 1,Salary,Unknown,From workplace ,47859.0,Income,INR
2015-05-31 12:02:40,Saving Bank account 1,Money transfer,Unknown,No Description,10000.0,Expense,INR
2015-05-17 17:57:12,Saving Bank account 1,Transportation,Taxi,BR to mumbai,6000.0,Expense,INR
2015-05-16 14:52:42,Saving Bank account 1,Other,Unknown,splitwise settlement,607.0,Expense,INR
2015-05-16 11:24:35,Cash,Food,fruits,bananas 1 kg,20.0,Expense,INR
2015-05-16 11:24:15,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-15 07:33:09,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
2015-05-14 10:38:24,Saving Bank account 1,Other,Unknown,internet renewal (3 months pack),1450.0,Expense,INR
2015-05-13 08:32:03,Cash,Health,Health,N95 mask,250.0,Expense,INR
2015-05-13 08:31:49,Saving Bank account 1,Food,Milk,milk half shakti,26.0,Expense,INR
,Cash,Food,Milk,milk half shakti,26.0,Expense,INR
,Cash,Food,Grocery,onions,20.0,Expense,INR
,Cash,Household,Toiletries,sensodyne rapid fire,160.0,Expense,INR
,Cash,Health,Health,hand sanitizer + surgical gloves,290.0,Expense,INR
,Cash,Food,Milk,milk half shakti,52.0,Expense,INR
,Cash,Food,Grocery,gobi,20.0,Expense,INR
,Cash,Health,Medicine,Limcee+,70.0,Expense,INR
,Cash,Food,Grocery,methi + palak,100.0,Expense,INR
,Saving Bank account 1,Public Provident Fund,Unknown,April -May 10k contribution,20000.0,Expense,INR
,Saving Bank account 1,Food,Grocery,No Description,1178.0,Expense,INR
,Cash,Cook,Unknown,No Description,5000.0,Expense,INR
,Credit Card,Money transfer,Unknown,No Description,10000.0,Expense,INR
,Cash,Food,Milk,milk half shakti,28.0,Expense,INR
,Cash,Food,Grocery,dahi,20.0,Expense,INR
2015-04-28 15:44:31,Saving Bank account 1,Salary,Unknown,From workplace ,49306.0,Income,INR
2015-04-28 08:43:51,Cash,Food,Milk,milk half gold,28.0,Expense,INR
2015-04-26 10:48:25,Cash,Other,Unknown,stationary (drawing book + black sketch pen),59.0,Expense,INR
2015-04-26 10:48:00,Saving Bank account 1,Food,Grocery,eggs + bread,110.0,Expense,INR
2015-04-26 09:06:04,Saving Bank account 1,Food,Dinner,srikhand,114.0,Expense,INR
2015-04-24 09:25:33,Saving Bank account 1,Food,Grocery,snacks + veggie,420.0,Expense,INR
2015-04-23 13:00:42,Cash,Food,Milk,milk half gold,56.0,Expense,INR
2015-04-18 10:33:50,Saving Bank account 1,Other,Unknown,hair oil,180.0,Expense,INR
2015-04-18 10:33:25,Saving Bank account 1,Food,Grocery,snacks,324.0,Expense,INR
2015-04-14 12:24:47,Saving Bank account 1,Other,Unknown,covid19 donation to PM fund,500.0,Expense,INR
2015-04-13 12:24:47,Saving Bank account 1,Investment,Mutual fund, mutual fund,1000.0,Expense,INR
2015-04-13 12:24:47,Saving Bank account 1,Recurring Deposit,Unknown,No Description,1000.0,Expense,INR
,Cash,Food,Grocery,No Description,699.0,Expense,INR
,Cash,Food,Grocery,No Description,156.0,Expense,INR
,Cash,Food,Grocery,No Description,287.0,Expense,INR
,Credit Card,Food,Grocery,No Description,889.0,Expense,INR
,Cash,Other,Unknown,cleaning drainage,300.0,Expense,INR
,Cash,garbage disposal,Unknown,No Description,50.0,Expense,INR
